text,sentiment
"Terharu bisa kerja di lapangan lagi pasca #ppkm ....

Udah lah ya... udahan coronanya ya... kita ketja lagiii yg rajin... membangun negara... 🙏🙏🙏 @ Purwakarta https://t.co/SwE8Acqd2g",0
"1. Presiden Joko Widodo mengakui penerapan kebijakan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) untuk menekan laju penularan Covid-19 tidak efektif - #PPKM 
https://t.co/oc4ryH5RI3",1
Kapan mundur kalau PPKM diperpanjang terus . #PPKM #diperpanjang,2
"Sering Bikin Pengendara Tersesat, DPRD Jepara Minta Polisi Tak Hanya Sekadar Menyekat Jalan.

Selengkapnya klik tautan berikut ini. 
#Jepara #Polisi #Penyekatan #Jalan #PPKM #Darurat 

https://t.co/c933kBxIOj",1
"Pernah
Percaya
Kamu
Penyayangiku ...

#ppkm ✓",2
njr23:kangen main 🙁 kapan #PPKM kelar diperpanajang teroos #bosan #PrayFromHome #kalahsaing https://t.co/Jw0gCdbJwK https://t.co/SvQBisipgS,1
"Sudah tahu belum? kalau kegiatan konstruksi tetap diizinkan selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat Jawa-Bali 3-20 Juli 2021. Jadi buat kamu yang sedang renovasi rumah jangan khawatir terhambat ya.. 

@omahbata
081250050053
08128201414
#PPKM #bataexpose https://t.co/fenngDP0zY",1
Mengatasi covid tidak harus menghilangkan mata pencarian uang. Kalian kalian itu orang elite bikin aturan tanpa solusi untuk masyarakat. #PPKM #ParaPedagangKembaliMengkisMengkis  https://t.co/LknZVDq9W5,2
"Sepuluh Hari PPKM Darurat di Jepara: Angka Kasus Turun, Tapi Pengendalian Mobilitas Warga Masih Lemah.

Selengkapnya klik tautan berikut ini. 
#Jepara #Kasus #Covid19 #Menurun #PPKM #Darurat 

https://t.co/rusqz2Gdc0",1
"#PBNU
#PPKM
#COVID19 
#dapurremajaradio https://t.co/x2W3A22rzI",1
#PPKM  baru baru ini terjadi di #siantar https://t.co/L4w1wHqD4X,1
"Cek Turnitin dan Parafrase

#PPKM
#PPKMLevel4 https://t.co/EW4HqL5CTg",1
"[3] #PPKMDarurat &amp; #PPKM Berlevel.

Selain itu, kata dia, ini juga imbas tidak adanya #hajatan atau #resepsi #pernikahan atau acara besar yang membutuhkan konsumsi makanan hingga acara-acara lainnya yang membuat stok telur melimpah.

Erlin menyebut kebutuhan masyarakat di",1
"Sementara itu sang pedagang mengaku kesulitan dalam situasi pandemi. Apalagi warung tersebut adalah satu-satunya mata pencarian keluarga mereka. / #Sukoharjo #PPKM #BupatiMarah

https://t.co/CG1ChF20AN",1
"Nilai Kasus Baru Alami Penurunan, Luhut Binsar Pandjaitan: Bahan Evaluasi Level PPKM
#PPKMDarurat #PPKM #luhutbinsarpandjaitan #COVID19 #coronavirus #Corona 
https://t.co/LylhQOUiGW",1
"Berbagi dengan ketulusan, hadirkan senyuman kebahagiaan di tengah pandemi Covid-19
 
#polripresisi 
#ppkm
#adaptasikebiasaanbaru 
#bersatulawancovid19 https://t.co/4c0oXFkohx",1
Pemerintah Resmi Perpanjang PPKM Mikro Hingga 5 April 2021 #ppkm #COVID19 https://t.co/y3UB8nhHsT,1
"https://t.co/NhswcR9yvp

PPKM Level 4, Masyarakat Harus Aktif Lakukan Perubahan

#PPKM #PPKMLevel4 
#PPKMDaruratBerdampakBaik 
#PpkmDiperpanjang",1
"Belanja kebutuhan jualan selama #PPKM lebih gampang di PAYFAZZ Grosir!

Gunakan juga kupon POTONGAN15K untuk nikmati potongan harga Rp15.000* yang bikin belanja jadi lebih murah ya Sob.

*S&amp;K berlaku
https://t.co/QlIl2QGN0e
 #JadiMungkinDenganPAYFAZZGrosir https://t.co/HWVLeAsaq8",0
"Penurunan Mobilitas di Jateng Diapresiasi, Ganjar Ajak Kades dan Pengusaha Ikut Membantu.

Selengkapnya klik tautan berikut ini. 
#Semarang #Pemprov #Jateng #Ganjar #Mobilitas #PPKM #Darurat 

https://t.co/xhS2WDEbsE",1
"Pemerintah akan mulai mencoba membuka kembali sejumlah ruang dan fasilitas publik dengan kebijakan baru seiring dengan menurunnya angka kasus Covid-19. Simak infografis.

#GTVNews #BuletiniNews #COVID19 #PPKM #Kebijakan #Okezone #LengkapCepatBeritanya #Infografis https://t.co/BEXPQASmBc",1
"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 3, 2 dan 1 di #PikoData https://t.co/I5zQib2EVa",1
"Anak-anak di bawah 12 tahun akan diperbolehkan berkunjung ke tempat wisata di Jakarta, tentunya tetap dengan penerapan prokotol kesehatan.

#ppkm  https://t.co/khEqrwODbz",1
"PPKM Darurat diterapkan 3-20 Juli 2021 di Jawa-Bali. Beberapa titik penyekatan disiapkan petugas. Namun, polisi memperbolehkan ojol melintasi. Kok bisa?

#PPKM  https://t.co/MOHErL0mvS",2
"""Today is the time to bring out the new, all the old wear and tear is alive today. Let everything that is bad be good."" ✨

Happy Islamic New Year to all Miniso Friends 🤍

#TahunBaruIslam #1Muharram #RayakanDiRumah #DiRumahAja #PPKM #StaySafe https://t.co/Y5rSay4Gnr",0
"Menko Airlangga: Formula 3T dan 3M Kunci Atasi Lonjakan Kasus #covid 
.
#PPKM @airlangga_hrt @PerekonomianRI #3T #3M #PPKM 
.
https://t.co/nnAd9x35Tj",1
#israelkoyak #ppkm #menye https://t.co/ZWqIoiZ0A6,1
"Pemerintah Kota (Pemkot) Sukabumi melarang adanya resepsi pernikahan yang dilakukan selama https://t.co/IR4F8p7Iap
#ppkm #sukabumilarang #pernikahan #poskotajabar",1
"Salam sehat dan selamat beraktivitas.
#PPKM #Senam #tuesdaymotivations https://t.co/eXNthWal3W",1
"PENYEKATAN JALUR 3 PILAR KOTA PASURUAN

Penyekatan Jalur di wilayah hukum Polres Pasuruan Kota bertujuan untuk mencegah penyebaran Covid-19 dan mengurangi mobilitas masyarakat #jawatimurbangkit #jogopaskot #lawancovid19 #protokolkesehatan #ppkm https://t.co/wr73yAdoTY",1
"Teman Setia TS, siapa nih yang selama pandemi di rumah aja &amp; kerjaannya ngemil mulu?
 
Yuk mari kita menggendut bersama! Hahaha 😁

#TSMedia #TSMeme #TSTalks #Meme #SandraDewi #LunaMaya #MarianneRumantir #Podcast #PodcastIndonesia #Covid19 #Pandemi #Corona #PPKM
@SandraDewi88 https://t.co/AB1aklUBeK",2
"ehm2
#SalahLangkahPPKMDarurat 
#PPKMDarurat 
#PPKMSengsarakanRakyat 
#PPKM https://t.co/cboGpfZYfH",1
"Kegiatan selama PPKM CHECK‼️
@smartfrenworld #PPKM versiku pakai smartfren Gokil MAX karena anti lelet dan bisa dipakai 24jam di semua aplikasi 
#KuyBisa #IniBaruGokil #Rejekiwow
https://t.co/cSDWcRSsA2",1
"Dulu dinas kesehatan di kagumi dan sangat di butuh kan , tapi semenjak ada kopid-19 di Takuti.
WHy? Atau mungkin penyebabnya ada pasien yang sedang periksa kesehatan tiba-tiba di tuduh kopid......
#COVID19 #PPKM",2
"Meskipun PPKM Turun Level, STRP Tetap Berlaku Sebagai Syarat Perjalanan KRL di Jabodetabek

https://t.co/QbxzVipNwf 

#strp #syarat #jalan #perjalanan #krl #ppkm #level #aturan #kebijakan #jabodetabek #covid19 #pandemi #indonesia #nasional #prmn #prmnsahabatumkm #pikiranrakyat",1
"BPS mencatat, jmlh pengangguran 🇮🇩 mencapai 8,75 jt orang pd Feb 2021. 
Jmlh tsb meningkat 26,26% dibandingkan periode yg sama thn lalu sebesar 6,93 jt orang. 
Video ini adalah salah satu wajah muram rakyat jelata.
#BapakPresidenMenyerahlah 
#PPKM 
#LockDown
#IndonesiaKolaps https://t.co/hyMZ0qyuHi",0
"#PPKMLevel4 msh sampai tgl 2 Agt. #dirumahsajaselamappkm , order #makan #seicow 👉https://t.co/2tP7PyrW87

#ppkm #paketmakan #beritasurabaya #surabaya #surabayaviral #mieenak #surabayahits #exploresurabaya #gojek #beritajatim #promo #giladiskon #infodiskon #seisapi #gwalk https://t.co/wwtHpgNFeE",1
#safe #airbnbbali #balivibes #digital  #nomad #baligasm #baliholiday #balilife #ppkm #pricing #indonesia #lockdown  #pandemic https://t.co/k81nqchjtg,1
@Zaindamai @kerincianggur3 @AnggitaWiryo @FerdinandHaean3 @Giring_Ganesha @psi_id @Uki23 @Rizmaya__ @MurtadhaOne1 https://t.co/qroCwJe66B @PramborsBandung @addiems @na_dirs #PPKM,1
"Imbas PPKM, 8 Program MDA Karangasem Terhambat https://t.co/P6HL6GkKnI #pandemi #berita #nusabali #MDAKarangasem #PPKM #PPKMLevel4",1
"Luhut Panjaitan: PPKM akan Terus Lanjut https://t.co/TA0id5Fzg9

#PPKM",1
"Saw this #tiktok trend of people resigning during #ppkm. Bangga resign, gituh?  Coba perjelas",2
"Walikota Balikpapan Rahmad Masud mengumumkan Balikpapan berstatus Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 4. #PPKM

https://t.co/smYSWZGfZ3 https://t.co/6XFju8eyft",1
"KINI IBU HAMIL DAPAT DIVAKSINASI COVID 19 https://t.co/KIwO1asThd 

#vaksin #ibuhamil #hamil #vaksinmalang #vaksinibuhamil #malang #kabarmalang #infomalang #beritamalang #pfizer #moderna #sinovac #covid19 #sehat #wongpasar #ppkm #viral",1
"Pemerintah terus melakukan penanganan Covid-19 melalui PPKM berlevel. Kini, sudah tidak ada lagi kabupaten/kota dengan PPKM level 4 di Jawa-Bali.

#PPKM #PPKMLevel4 #Jawa #Bali https://t.co/64sZWCmgHi",1
"https://t.co/rukGbXSC9h

Opgab Yustisi PPKM Tahap 2 Bagikan 5.480 Masker Gratis

#PPKM",1
"https://t.co/TSXJFRMFMG

Pandemi Covid-19 Ingatkan Ridwan Kamil pada Malaria Sundanica yang Mewabah di Batavia

#PPKM
#Pandemi #Covid19 #MalariaSundanica #wabah #gubernurjabar #ridwankamil #jabar #dkijakarta #batavia #sejarah #news #ruberID",1
"Sejumlah jalan alternatif menuju Jalan MH. Thamrin terpantau ramai lancar, pada hari kerja pertama penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat.

#ppkm #ppkmdarurat #Jakarta https://t.co/u6RrmXJ0tJ",1
Epidemiolog Ungkap Cara Agar Jam Malam Tidak Diperpanjang Lagi https://t.co/NoYl0qHOSW #covid-19 #DaruratCorona #JamMalam #PPKM,1
"Kamu ketik dengan jari,aku bales dengan hati

#sad
#ppkm",2
"Berangkat kerja belum buka, pulang kerja udah tutup. Kapan aku bisa ketemu mba-mba indomaret. #psbb #ppkm",1
"Dompet menangis, saldo atm kritis, dana taktis pun habis, “jual ginjal” #ppkm #efekppkm",1
"2. Terkait hal ini, Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan menegaskan bahwa PPKM akan terus berlanjut selama Covid-19 masih menjadi pandemic - #PPKM #PandemiCovid19
https://t.co/k2kxddpu08",1
"PPKM Masih Berlanjut, Anak di Bawah 12 Tahun Tetap Dilarang Masuk Mal

Baca selengkapnya disini
https://t.co/zf1pHZIJv4

#PPKM #AnakDibawahumur #mal #covid19",1
"Selasa, 06 Juli 2021
Kepala Kejaksaan Negeri Kota Madiun Bambang Panca W.H., SH., MH. beserta Forkopimda kembali melakukan pemantauan di beberapa tempat usaha guna Pelaksanaan PPKM DARURAT dan Penegakan Protokol Kesehatan Covid-19 di wilayah Kota Madiun.
 #PPKMDarurat #PPKM https://t.co/CuVfqER5Eh",1
"#ppkm 
#PPKMLevel4 https://t.co/gggqdaF5fV",1
"Untuk Pendaftaran NPWP dapat melalui https://t.co/pOdVGKWFau

Mohon maaf atas ketidaknyamanannya, pengalihan layanan ini merupakan bentuk antisipasi pencegahan penyebaran Covid-19.

#PajakKitaUntukKita
#PPKM
#DirumaAja
@pajakjabar3 
@DitjenPajakRI",1
"Dunia terbalik..
#ppkm #fotografia 
#ngopi #Cina https://t.co/qzcMrNFauV",2
"PPKM Diperpanjang, Ketahui Aturan Perjalanan Terkini Moda Transportasi
#terkiniid #terkinidotid #makassarterkini #ppkm #modatransportasi https://t.co/bMWpqLL9xe",1
"Rembang, https://t.co/F73HKt1Ygv – Para pedagang pasar di kabupaten Rembang menyambut baik rencana pencabutan kebijakan pembatasan waktu operasional pasar dan penutupan pasar pada setiap Jumat. #pasarrembang #pasartutup #PPKM

https://t.co/7WhS9zKSbN https://t.co/VOMXE6Dtcv",1
"kasian yg kangen berenang... sabar ya kaak. nnti coronces goodbye jalan2 trus insyaAllah.. ❤️ anduk gemesnya dr @littlepalmerhaus #ceritasyahirasalwa #ppkm @ Jakarta, Indonesia https://t.co/bPwoTmK0nK",0
"Bacalah..Ini Penjelasan Terbaru tentang PPKM Mikro
https://t.co/JRAsPs4pBE

#moeslimchoice #ppkm #PPKMCegahPandemi PPKM Mikro Lockdown #COVID19",1
"Lur, ojo salah kaprah ya.. iki perpanjangan status bencana covid yg biasa diperpanjang tiap bulan, bukan perpanjangan PPKM Darurat. Itu dua hal berbeda. #sleman #jogja #covid #ppkm https://t.co/nyGdRFfB7O",2
"Sehubungan dengan perpanjangan PPKM darurat, maka dengan ini kami menutup kembali layanan fisik Perpustakaan Pusat. Tetap jaga kesehatan dan patuhi prokes 5M.

#PPKM https://t.co/KCRCWgzvWx",1
"Aku bisa matematika cukup dengan latihan soal ini. Mau tahu?
Ini pasti muda. Reply ya jawaban kamu.

Jangan lupa like,Follow &amp; Bagikan ya :D 

#soalcpns2021 #soalhotscpns #soalcpns #cpns2021 #asn2021 #TIU #TPA #Penalaranumum #ppkm https://t.co/lGwHKBl3a6",1
"#Covid19 #VIrusCorona #CoronaVirus #PPKM |

Kasus Aktif dan Positif Virus Corona Mulai Turun, Efektifkah PPKM dalam Menekan Penularan Covid-19?
https://t.co/Yyh0NNsr01 via @serambinews",1
"Presiden #Jokowi mengaku kecewa terkait tidak efektifnya Pemberlakuan Pembatasan Kegiatan Masyarakat (#PPKM), pada 11-25 Januari 2021. Jokowi meminta jajaran sigap bergerak di lapangan.
#ppkmpatuhi4m
#ppkmpatuhiprokes
https://t.co/XsbSNliE1a",1
"Ayo Patuhi Protokol Kesehatan Covid 19 Masih Mewabah Lindungi Diri Anda Dan Orang Lain Pakai Masker Harga Mati

#Bst
#Ppkm
#kamipercayajokowi
#berbagitiapharipolresbabar https://t.co/FVryQAaNVJ",1
"Congrats #semarang. #ppkm #level3
https://t.co/J3LnCeEbLu",1
"Hendak Nyatakan Cinta tapi Lupa Pakai Masker, Sekelompok ABG di Toili Dibubarkan Polisi
#PPKM 

https://t.co/NVPd63L6mz",1
"#PPKM  produktif versiku bareng @smartfrenworld gokil Max ngebut banget buat belajar digital painting! Bisa dipakai semua aplikasi 24 jam
#RejekiWOW #IniBaruGokil #KuyBisa

https://t.co/TrPMhyRyPr",0
"Posko penyekatan di pintu masuk Kota Bandar Lampung akan ditambah demi memaksimalkan PPKM Darurat dalam rangka menekan angka penyebaran covid-19. 
#PPKM #PPKMDarurat #PPKMDaruratBerantasCovid #ppkmlampung #lampostco
https://t.co/FcDdc2v9Qt",1
"PPKM 3 PILAR KOTA PASURUAN

Pemberlakuan Pembatasan Kegiatan Masyarakat ( PPKM ) di wilayah hukum Polres Pasuruan Kota bertujuan untuk mencegah penyebaran Covid-19 dan mendisiplinkan masyarakat dalam menerapkan 5M 

#polripresisi #jogopaskot #ppkm https://t.co/qA3g5kxere",1
#nikeplus #justdoit #ppkm #autumn #monza https://t.co/ctLB95bhQy,1
"Wisata Taman Nasional #Bromo Tengger Semeru (#TNBTS) ikut memperpanjang masa penutupan kunjungan #wisata. Hal itu disebabkan Pemerintah Pusat telah menetapkan perpanjangan #PPKM Berlevel hingga 2 Agustus mendatang.
.
#PPKMLevel4 #infosemeru #bromo 
https://t.co/uD4yu3RqxY",1
"PPKM has been extended with some tweaks to the rules. Here’s what you need to know 

#airplane #cinema #entertainmentvenues #malls #PeduliLindungi #ppkm #restaurants #restrictions #titokarnavian #travel #vaccine

https://t.co/yvL6uFrdYI https://t.co/3cW3qfCUYO",1
"Kepala Dinkes Beberkan Alasan Kota Semarang Kembali ke Level 2, Ternyata…

Selengkapnya Klik Tautan Berikut ini
#Semarang #Kepala #Dinkes #PPKM #Level2 

https://t.co/FKUJDUl9rF",1
"Periode promo hingga 31 Agustus 2021. Buruan langganan sekarang juga dengan hubungi 1500-121 atau kunjungi link https://t.co/Vt4t0NqXJT.
---
#promo #promomncplay #promoppkm #ppkm #promowfh #promosfh #promoweekend #mncplay #internetsupercepat https://t.co/WacYyaTOhW",1
"PPKM = Pengen Pacaran Kemudian Menikah

Jyakkkkhhhhhhhh~

#PPKM",2
"Hari Pertama #PPKM Darurat, @ganjarpranowo Sebut Masih Ada Warga Belum Tertib #KlikRMOL 
https://t.co/zoAxbRSihI",1
"❤️ 🇮🇩
saran dan atau kritik buat produsen mobil nasional,
Pak Presiden Kapan Mundur?

#AI
#IoT
#OhNo
#PPKM
#Follow
#BigData
#IniDiplomasi
#DataScience
#HappyFourth
#BackTogether
#DataAnalytics
#SayangiIndonesia
#TheKingOfLipService
#PPKMdaruratDemiRakyat
#DukungMahasiswaRevolusi https://t.co/kjGuHUDYCT",1
"#SahabatRTV Pemerintah kembali memperpanjang penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) skala mikro hingga 17 Mei 2021. 

#SayaBISADisiplinProtokolCovid19 #PPKM #PPKMmikro #CerdasCovid19 #PoskoCovid19 #LensaIndonesia #RTV https://t.co/CLs0Bpfd1x",1
#universitasbinasaranainformatika #ubsi #bsi #pmbubsi2021 #pmbbsi2021 #kuliah #infokuliah #daftarkuliah #mahasiswa #mahasiswabaru #maba #kampus #infokampus #ftiubsi #febubsi #fkbubsi #danacita #cicilan #kuliah #semuabisakuliah #ppkm,1
"Berkat dan kebahagiaan mengiringi langkahku dari awal September sampai saat ini. Terimakasih semesta. Semoga kalian juga berbahagia
#septemberceria #UMKMCakapDigital #PPKMInfina #PPKM https://t.co/sZ4Lbb1LfN",0
"Abis ini lvl 5 ,Uda bisa JP dong bosque,!!!! 🤣🤣🤣😭😭😭
#PPKM",2
"PPKM diperpanjang sampai tgl 16 agustus 2021 lalu besoknya dibebasin, bisa lomba 17 an rame"". Trus tgl 18 agustus pemerintah mengatakan lonjakan kasus covid naik karena 17 an kmaren lalu terpaksa diadakan PPKM lagi, lagi lagi dan lagi. Dasar konspirasi. #PPKM #rencanaelitglobal",2
Kenapa salahkan masyarakat lagi.  Mereka msh dikeluyuran karna perusahan mereka tdk perbolehkan WFH danada orng yg kerja hari itu untuk mkn hari itu juga. Adakah solusi?. #PPKM #surabaya #Sidoarjo https://t.co/IWGnqLyXlm,2
"Presiden Joko Widodo mengumumkan bahwa pemerintah kembali memperpanjang pemberlakuan pembatasan kegiatan masyarakat (PPKM) level 4 dari tanggal 3 sampai 9 Agustus 2021. 

Baca lebih lengkap di https://t.co/0zACifuGuh

#trans7update #sobat7jaditau #covid19 #ppkmlevel4 #ppkm https://t.co/ohKR0krIj7",1
"PPKM, Disiplin Prokes dan Vaksinasi Efektif Turunkan Kasus Covid-19

#BersatuLawanCovid19
#PPKM
#NKRIMajuBerjaya https://t.co/1C6xORVph7",1
"Taat PPKM, Patuhi Prokes serta vaksinasi, Ajakan dan himbauan dari Setyo Wahyuni Kamituo Kalurahan Tambakromo, Ponjong.... jaga diri jaga sesama, semoga Corona Segera Sirna.... 

#Patuhiprokes
#Ppkm
#Setyowahyuni
#Kalurahantambakromo https://t.co/nxelpVoaRm",1
"PPKM di perpanjang, emang ga ada lawan bapak satu ini. Hidup jokowi 5 periode lah pokoknya, kagol edaaaan
#PPKM #diperpanjang https://t.co/dsT42fP7FK",2
"#PPKM
Terus aja Terus",2
"@jokowi @setkabgoid @DPR_RI @Puspen_TNI @DivHumas_Polri Besok Hari Terakhir PPKM, Karena Belum Ada Pengungumqn ahingga Saat ini sepertinya ?? selanjutnya Tetap Jaga Kesehatann,Jauhi Kerumunan ,Tetap 3 M,Kita Lihat evaluasinya bagaimana Kerja Mereka  #PPKM https://t.co/0L7ldapjtq",1
"Lanjut... 

#ppkm",1
"Selamat berhari raya. Taqabalallaahu Minna wa Minkum. 

#iduladha #lebaran #ppkm #idulqurban #barisilacoffee #barisila https://t.co/jzxsF6oWmB",1
#nikeplus #justdoit #herfst #autumn #ppkm https://t.co/LGJRfaoFGu,1
"Semoga adanya Rumah Oksigen Gotong Royong ini dapat membantu masyarakat dan pemerintah dalam menanggulangi pandemi Covid-19.

#Florence #ppkm #FlorencePeduli #FlorenceCare #RumahOksigenGotongRoyong  #sehatdirumah #HealthyMattrass #HappyFamily #KasurSehatKeluargaSehat #2KAS",0
@liputan6dotcom Adanya #ppkm kok malah bertambah?,2
"(2/2) Jalankan terus protokol kesehatan 6M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #VaksinDulu #PPKM #JakartaBangkit https://t.co/HVfbzHJFWc",1
"Aturan Baru PPKM, Masuk Supermarket Wajib Pakai PeduliLindungi #iNewsSiang 15/09

Selengkapnya https://t.co/suLUbKBYZP

#PPKM #Supermarket #PeduliLindungi https://t.co/hJx6iwOsTs",1
"dukung PPKM Mikro patuhi 5M
#corona #covid19 #VaksinAman #VaksinHalal #ppkm https://t.co/tHxfGQ760g",1
"#PPKM
Pak Presiden Kapan Mundur https://t.co/GxYWPN6NaG",1
"PPKM 3 PILAR KOTA PASURUAN

Pemberlakuan Pembatasan Kegiatan Masyarakat ( PPKM ) di wilayah hukum Polres Pasuruan Kota bertujuan untuk mencegah penyebaran Covid-19 dan mendisiplinkan masyarakat dalam menerapkan 5M

#jogopaskot #ppkm https://t.co/1ur8EFDIf4",1
"@pnc_poldakalbar
@humaspolrestapontianak
@binmaspolrestaptkkota @ditbinmas_poldakalbar
#binmaspncpoldakalbar
#binmas_polri
#BidBinmas_PoldaKalbar
#humaspolri
#humaspoldakalbar
#poldakalbar
#humaspolrestapontianak
#ppkm 
#ppkmdarurat https://t.co/RO7HGYsJQ1",1
"Libur Aman dan Nyaman Tanpa Covid

Pemerintah telah menetapkan PPKM level 3 pada masa libur Natal dan tahun baru. 
#Pemerintah #ppkmlevel3 #ppkm #covid #covid19 https://t.co/kcUk76Lon0",1
@mas_barley Memperpanjang #PPKM,1
Rank Grinding #PPKM || Valorant Indonesia https://t.co/6NsFJXo3wN,1
"PPKM = Pernah Perhatian Kemudian Menghilang. 

Silakan ditambahkan lagi ya gaes. 🤣🤣🤣😀

#PPKM #PPKMDaruratBerdampakBaik #PPKMDarurat #PPKMLevel4 #PPKMDaruratDemiSelamat #PPKMDaruratDemiSelamat #PpkmDiperpanjang #ppkmdaruratdemirakyat @Aulyamilf25 @FerdinandHaean3",1
"Sobat Diskom ada informasi nih mengenai PPKM di Kabupaten Bekasi!

Apa saja sih yang diberlakukan pada saat PPKM berlaku? Yuk kita simak infografisnya Sobat!

Sumber: Intruksi Bupati Nomor 12 Tahun 2021

#bekasi2xtambahbaik
#kabupatenbekasi
#pemkabbekasi
#ppkmcegahpandemi 
#PPKM https://t.co/hQm4AnrBIA",1
"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/SW5uyLKVDU",1
"#moodbooster saat #ppkm itu cobain #paketmakan #seicow , krn puas, kenyang, #maknyus Order 👇

https://t.co/2tP7PyrW87

#diskonmakanan #infosurabaya #grabfood #gwalk #beritasurabaya #infopromo #surabayaviral #citralandsurabaya #surabayafoodies #surabaya #promomakanan #makan https://t.co/6W9oPQyJ9g",0
"Kasatpol PP Jakbar Pastikan Tempat Hiburan Malam Pujasera Tutup

#trijayaupdate #trijayafm #Jakarta #ppkm
https://t.co/gOEVPjMesb",1
"Edisi 9 Juli 2021

#PPKMDarurat   #pandemic #malang #PPKM #covid19  #beritahariini  #infoindonesia #NiaRamadhani #ArdiBakrie  #beritaindonesia  #infojawatimur #beritaterbaru #infomalangraya  #beritaterbaru #ViaVallen #beritajawatimur  #koranjawatimur #koranonline #regional https://t.co/eJF8WqTFuV",1
"Pemerintah memang seperti hanya bermain diksi, agar terlihat selalu ada kebijakan baru untuk mengatasi masalah yang sulit diselesaikannya. Betul? 

#ValidNih #PPKM

https://t.co/zgToCLjr3p",2
"Buat yang bertanya, “Di Zipmex ada fitur staking tidak?” Jawabannya tentu ada, tapi dengan nama ZipLock! 

Melalui 2 fitur di atas, Zipster akan mendapatkan keuntungan yang lebih banyak lho! 

#jagajarak #pakaimasker #cucitangan #ppkm https://t.co/S1TPTvBjI0",0
"PPKM Mikro dan Prokes Kunci Penekanan Covid-19
#PPKM #IndonesiaPulih 
#NKRIMajuBerjaya https://t.co/vAtHyl4moY",1
"Sobat #PPKM ku
Pengen Punya Komen Mesum https://t.co/F8rHEBWr3g",2
"【速報】社会活動制限を8月2日まで延長。ジョコウィドド大統領が30分前に発表。

飲食店は店内飲食を許可(制限時間を設けて)など、緩和されてますが、詳細は各地方政府が後日発表

https://t.co/HnnxBCLkaN

#インドネシア #社会活動制限を延長は #PPKM https://t.co/0kSNv8RNlg",1
"#Jokowi #VaksinPerkuatImunitas #Vaksin #VaksinBoostingImmunity #VaksinasiCovid19 #vaksin #vaksinberbayar #jokowidodo #COVID19 #Covid_19 #COVID #COVID__19 #NEWS #beritaViral #BeritaTerkini #berita #Viral #viralterbaru #viral2021 #PPKM #PPKMDarurat 
https://t.co/EAyFpuHYjt",1
"Hasil dari kang poto kabupaten, yg nak foto lamaran prewedd dan wedding bise dm uhuyyyy #berniaga #ppkm #kepaksayap #pontianak https://t.co/VPrKDhVYnh",1
"Pentingnya Akselerasi Vaksinasi dan Kedisiplinan Penerapan Prokes untuk Kendalikan Kasus Aktif dan Perawatan di RS https://t.co/RlhwyKcYiy 

#AirlanggaHartarto #VaksinBooster #Prokes #PPKM #Berita #NusaBali",1
"Pelaksanaan PPKM di Kecamatan Paseh, Personil Polsek Paseh Laksanakan Ops Yustisi Prokes  https://t.co/XwNrutzdET 
#ppkm @polrestabandung @intelkamresbdg #KimCipedes",1
"Nyebar Godong Koro.
Sabar Sakwetoro.
#PPKM",2
"Me time melakukan perawatan wajah bareng #scarlettwhitening 
Yuk ah isi waktu selama #ppkm  https://t.co/VxCSyQFQhk",1
"InsyaAllah habis PPKM Ada iPa, ips, matematika. #PPKM #SantriSiapVaksin",1
"Menertibkan dengan cara yang persuasif dan dapat dimengerti oleh seluruh pelaku usaha dan masyarakat di Kota Madiun dan menghimbau kepada masyarakat yang masih melakukan mobilitas untuk patuhi protokol kesehatan 5M dan segera kembali ke rumahnya masing masing.
 #PPKM #PPKMDarurat",1
"@TirtoID Kuncinya #PPKM itu edukasi rakyat, pengawasan aparat ketat sampe RT RW plus kontrol lewat online. @jokowi",1
"NEWS : Demo Tolak PPKM di Bandung Ricuh

https://t.co/lfsbpw5UoB

#ppkm PPKM Level 4 #COVID19",1
"(2/2) Jalankan terus protokol kesehatan 3M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #PSBBJakarta #PPKM https://t.co/1ZpTthac2r",1
"Waduh berat nih... kok ya gak sabaran ya. #tajen #buleleng #bali #ppkm #pandemi 
https://t.co/AQ4gBAujFx",2
":: Informasi Perpanjangan Pelaksanaan PPKM Darurat Di Unikom Pada Tanggal 18 – 23 Agustus 2021 ::

Terima Kasih
(Sumber Informasi: Tim Satgas Covid 19 Unikom)

#Unikom #UnikomInfo #PPKM #PPKMDarurat https://t.co/AM3CZ9FT9X",1
